Species,DbSiteCode,Run,Date,Watercourse,Site,SegmentId,PredictedNumberOfIndigenousSpecies,NumberOfIndigenousSpecies,Poise,PropTrans,PropAlien,PropNonIndigenous,AmbSp1,Observations,Type,GenusSpecies,VernacularName,Fyear,Region,Environment,BasinOrZone,SubBasinOrSubZone,WatercourseOrGeographicArea,geometry
CraSte,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,7,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
CraSte,117-0041,1,2019-08-21T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,7,0.6995413806708323,0,0,0,NA,10,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
CraSte,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,9,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
CraSte,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,8,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
CraSte,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,13,Indigenous,Craterocephalus stercusmuscarum,Fly-specked hardyhead,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
EleMel,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,1,Indigenous,Eleotris melanosoma,Black spine-cheek gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
GamHol,117-0085,2,2022-09-14T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,4,0.3447230994467539,0,0.2607879924953096,0.2607879924953096,NA,139,Alien,Gambusia holbrooki,Gambusia,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
GamHol,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,1,Alien,Gambusia holbrooki,Gambusia,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
GamHol,117-0085,1,2019-08-22T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,8,0.6894461988935078,0,0.005780346820809248,0.005780346820809248,5,2,Alien,Gambusia holbrooki,Gambusia,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
GerFil,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,4,Indigenous,Gerres filamentosus,Silver biddy,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
GloIll,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,8,Indigenous,Glossogobius illimus,False Celebes goby,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
GloIll,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,65,Indigenous,Glossogobius illimus,False Celebes goby,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
GloIll,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,30,Indigenous,Glossogobius illimus,False Celebes goby,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
GloIll,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,5,Indigenous,Glossogobius illimus,False Celebes goby,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
GloIll,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,7,Indigenous,Glossogobius illimus,False Celebes goby,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
GloIll,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,17,Indigenous,Glossogobius illimus,False Celebes goby,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
GloIll,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,1,Indigenous,Glossogobius illimus,False Celebes goby,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
HypCom,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,14,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
HypCom,117-0069,2,2022-09-13T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,7,1.0560579709445261,0,0,0,NA,5,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
HypCom,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,2,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
HypCom,117-0069,1,2019-08-22T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,2,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
HypCom,117-0069,3,2025-09-03T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,1,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.835197415, 7900815.17822897)"
HypCom,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,26,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
HypCom,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,42,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
HypCom,117-0085,2,2022-09-14T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,4,0.3447230994467539,0,0.2607879924953096,0.2607879924953096,NA,3,Indigenous,Hypseleotris compressa,Empire gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
HypCom,117-0085,1,2019-08-22T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,8,0.6894461988935078,0,0.005780346820809248,0.005780346820809248,5,203,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
HypCom,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,55,Indigenous,Hypseleotris compressa,Empire gudgeon,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
HypCom,117-0041,1,2019-08-21T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,7,0.6995413806708323,0,0,0,NA,30,Indigenous,Hypseleotris compressa,Empire gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
HypCom,117-0021,3,2025-08-28T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,7,0.5938709800024976,0,0,0,NA,33,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423655.379407725, 7902003.93360836)"
HypCom,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,36,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
HypCom,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,153,Indigenous,Hypseleotris compressa,Empire gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
KuhRup,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,3,Indigenous,Kuhlia rupestris,Jungle perch,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
KuhRup,117-0069,2,2022-09-13T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,7,1.0560579709445261,0,0,0,NA,2,Indigenous,Kuhlia rupestris,Jungle perch,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
KuhRup,117-0069,1,2019-08-22T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,6,Indigenous,Kuhlia rupestris,Jungle perch,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
KuhRup,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,2,Indigenous,Kuhlia rupestris,Jungle perch,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
KuhRup,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,2,Indigenous,Kuhlia rupestris,Jungle perch,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
KuhRup,117-0069,3,2025-09-03T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,2,Indigenous,Kuhlia rupestris,Jungle perch,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.835197415, 7900815.17822897)"
KuhRup,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,3,Indigenous,Kuhlia rupestris,Jungle perch,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
KuhRup,117-0021,3,2025-08-28T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,7,0.5938709800024976,0,0,0,NA,6,Indigenous,Kuhlia rupestris,Jungle perch,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423655.379407725, 7902003.93360836)"
KuhRup,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,5,Indigenous,Kuhlia rupestris,Jungle perch,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
KuhRup,117-0041,1,2019-08-21T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,7,0.6995413806708323,0,0,0,NA,1,Indigenous,Kuhlia rupestris,Jungle perch,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
KuhRup,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,4,Indigenous,Kuhlia rupestris,Jungle perch,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
KuhRup,117-0041,2,2022-09-14T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.038834951456310676,0.038834951456310676,NA,2,Indigenous,Kuhlia rupestris,Jungle perch,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
KuhRup,117-0041,3,2025-08-28T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.0136986301369863,0.0136986301369863,NA,13,Indigenous,Kuhlia rupestris,Jungle perch,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422284.767615145, 7903494.31974694)"
LatCal,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,1,Indigenous,Lates calcarifer,Barramundi,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
LatCal,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,1,Indigenous,Lates calcarifer,Barramundi,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
LeiUni,117-0085,1,2019-08-22T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,8,0.6894461988935078,0,0.005780346820809248,0.005780346820809248,5,24,Indigenous,Leiopotherapon unicolor,Spangled perch,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
LeiUni,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,6,Indigenous,Leiopotherapon unicolor,Spangled perch,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
LutArg,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,1,Indigenous,Lutjanus argentimaculatus,Mangrove jack,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
LutArg,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,1,Indigenous,Lutjanus argentimaculatus,Mangrove jack,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
LutArg,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,2,Indigenous,Lutjanus argentimaculatus,Mangrove jack,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
LutArg,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,1,Indigenous,Lutjanus argentimaculatus,Mangrove jack,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
LutArg,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,4,Indigenous,Lutjanus argentimaculatus,Mangrove jack,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
LutArg,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,1,Indigenous,Lutjanus argentimaculatus,Mangrove jack,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
MelSpl,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,9,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
MelSpl,117-0037,2,2022-09-13T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,9,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
MelSpl,117-0069,3,2025-09-03T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,12,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.835197415, 7900815.17822897)"
MelSpl,117-0069,1,2019-08-22T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,13,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
MelSpl,117-0037,1,2019-08-20T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,13,0.8764740608175913,0,0,0,NA,24,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.465548725, 7903769.44040257)"
MelSpl,117-0069,2,2022-09-13T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,7,1.0560579709445261,0,0,0,NA,60,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
MelSpl,117-0041,3,2025-08-28T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.0136986301369863,0.0136986301369863,NA,38,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422284.767615145, 7903494.31974694)"
MelSpl,117-0021,3,2025-08-28T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,7,0.5938709800024976,0,0,0,NA,23,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423655.379407725, 7902003.93360836)"
MelSpl,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,20,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
MelSpl,117-0085,2,2022-09-14T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,4,0.3447230994467539,0,0.2607879924953096,0.2607879924953096,NA,334,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
MelSpl,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,228,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
MelSpl,117-0085,1,2019-08-22T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,8,0.6894461988935078,0,0.005780346820809248,0.005780346820809248,5,98,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
MelSpl,117-0041,1,2019-08-21T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,7,0.6995413806708323,0,0,0,NA,90,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
MelSpl,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,68,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
MelSpl,117-0041,2,2022-09-14T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.038834951456310676,0.038834951456310676,NA,24,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
MelSpl,117-0037,3,2025-08-28T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,11,0.7416318976148849,0,0,0,NA,42,Indigenous,Melanotaenia splendida,Eastern rainbowfish,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424711.815182422, 7903768.89960616)"
MogAds,117-0069,1,2019-08-22T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,16,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
MogAds,117-0069,2,2022-09-13T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,7,1.0560579709445261,0,0,0,NA,29,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.422878727, 7900815.58587416)"
MogAds,117-0069,3,2025-09-03T00:00:00Z,Nolans Gully,"Intake Road, Paluma Range National Park, Crystal Creek",9157,6.628424,6,0.9051925465238796,0,0,0,NA,7,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(419629.835197415, 7900815.17822897)"
MogAds,117-0021,2,2022-09-13T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0,0,NA,2,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
MogAds,117-0085,2,2022-09-14T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,4,0.3447230994467539,0,0.2607879924953096,0.2607879924953096,NA,55,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
MogAds,117-0041,3,2025-08-28T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.0136986301369863,0.0136986301369863,NA,13,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422284.767615145, 7903494.31974694)"
MogAds,117-0041,1,2019-08-21T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,7,0.6995413806708323,0,0,0,NA,21,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
MogAds,117-0021,3,2025-08-28T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,7,0.5938709800024976,0,0,0,NA,2,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423655.379407725, 7902003.93360836)"
MogAds,117-0037,NA,2021-08-23T00:00:00Z,Crystal Creek,"Daly Road, Mutarnee",9117,14.832156,10,0.6742108160135317,0,0,0,NA,1,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2022,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(424685.399999462, 7903786.75593185)"
MogAds,117-0041,2,2022-09-14T00:00:00Z,Bullocky Toms Creek,"Volk Road, Mutarnee",9085,10.006556,6,0.5996068977178561,0,0.038834951456310676,0.038834951456310676,NA,23,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2023,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(422254.755746902, 7903528.40909168)"
MogAds,117-0021,1,2019-08-20T00:00:00Z,Crystal Creek,"Spiegelhauer Road, Mutarnee",15154,11.787072,9,0.7635484028603541,0,0.011627906976744186,0.011627906976744186,NA,1,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(423793.605077851, 7902022.07419312)"
MogAds,117-0085,3,2025-08-28T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,9,0.7756269737551962,0,0,0,NA,5,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2026,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.553866584, 7901147.64657264)"
MogAds,117-0085,1,2019-08-22T00:00:00Z,Clerk Creek,"Bruce Highway, Mutarnee",9480,11.603516,8,0.6894461988935078,0,0.005780346820809248,0.005780346820809248,5,1,Indigenous,Mogurnda adspersa,Southern purple-spotted gudgeon,2020,Dry Tropics,Freshwater,Black,Crystal Creek,NA,"c(429838.719601509, 7901147.88599345)"
